pop,chromosome,window_pos_1,window_pos_2,avg_pi,no_sites,count_diffs,count_comparisons,count_missing
B_SPWA,Scaffold_8__1_contigs__length_23786643,9840001,9855000,0.1447916666666666,16,278,1920,0
Salish,Scaffold_8__1_contigs__length_23786643,9840001,9855000,0.1678016889131027,16,616,3671,34
B_SPWA,Scaffold_8__1_contigs__length_23786643,9855001,9870000,0.2260416666666666,8,217,960,0
Salish,Scaffold_8__1_contigs__length_23786643,9855001,9870000,0.186830835117773,8,349,1868,16
E_NCCA,Scaffold_8__1_contigs__length_23786643,9855001,9870000,0.2254777070063694,8,3009,13345,14
Salish,Scaffold_8__1_contigs__length_23786643,9870001,9885000,0.1294107000353761,466,15730,121551,322
B_SPWA,Scaffold_8__1_contigs__length_23786643,9870001,9885000,0.1183248512651422,466,6603,55804,8
E_NCCA,Scaffold_8__1_contigs__length_23786643,9870001,9885000,0.1209938492441034,466,96016,793561,542
B_SPWA,Scaffold_8__1_contigs__length_23786643,9885001,9900000,0.0800289054510046,1361,13068,163291,2
E_NCCA,Scaffold_8__1_contigs__length_23786643,9885001,9900000,0.0696901704858601,1361,167164,2398674,184
Salish,Scaffold_8__1_contigs__length_23786643,9885001,9900000,0.0703055342940777,1361,25627,364509,502
Salish,Scaffold_8__1_contigs__length_23786643,9900001,9915000,0.0331476314947971,1293,11299,340869,726
B_SPWA,Scaffold_8__1_contigs__length_23786643,9900001,9915000,0.0397534589248642,1293,6166,155106,4
E_NCCA,Scaffold_8__1_contigs__length_23786643,9900001,9915000,0.0326955995802922,1293,74816,2288259,6
Salish,Scaffold_8__1_contigs__length_23786643,9915001,9930000,0.0385177907844818,1343,13879,360327,466
B_SPWA,Scaffold_8__1_contigs__length_23786643,9915001,9930000,0.040757917217659,1343,6565,161073,6
E_NCCA,Scaffold_8__1_contigs__length_23786643,9915001,9930000,0.0351776765289597,1343,83609,2376763,6
E_NCCA,Scaffold_8__1_contigs__length_23786643,9930001,9945000,0.08374428536489,1507,222563,2657650,168
B_SPWA,Scaffold_8__1_contigs__length_23786643,9930001,9945000,0.0888319524395789,1507,16018,180318,36
Salish,Scaffold_8__1_contigs__length_23786643,9930001,9945000,0.087521272531518,1507,35280,403102,580
Salish,Scaffold_8__1_contigs__length_23786643,9945001,9960000,0.0757829487647175,1270,26383,348139,106
E_NCCA,Scaffold_8__1_contigs__length_23786643,9945001,9960000,0.0869163517345429,1270,194546,2238313,166
B_SPWA,Scaffold_8__1_contigs__length_23786643,9945001,9960000,0.0875250370981587,1270,13153,150277,150
E_NCCA,Scaffold_8__1_contigs__length_23786643,9960001,9975000,0.0928031741281786,1504,246857,2660006,36
B_SPWA,Scaffold_8__1_contigs__length_23786643,9960001,9975000,0.0971844584771438,1504,17514,180214,20
Salish,Scaffold_8__1_contigs__length_23786643,9960001,9975000,0.0833956775239585,1504,33999,407683,330
Salish,Scaffold_8__1_contigs__length_23786643,9975001,9990000,0.0390363577192353,1351,14034,359511,610
B_SPWA,Scaffold_8__1_contigs__length_23786643,9975001,9990000,0.0408631885632453,1351,6620,162004,8
E_NCCA,Scaffold_8__1_contigs__length_23786643,9975001,9990000,0.039327546728708,1351,94002,2390233,18
Salish,Scaffold_8__1_contigs__length_23786643,9990001,10005000,0.0482905969692378,1199,15618,323417,334
B_SPWA,Scaffold_8__1_contigs__length_23786643,9990001,10005000,0.0514039477342229,1199,7396,143880,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,9990001,10005000,0.0524580410629738,1199,111273,2121181,18
E_NCCA,Scaffold_8__1_contigs__length_23786643,10005001,10020000,0.064996680157786,1299,149382,2298302,16
Salish,Scaffold_8__1_contigs__length_23786643,10005001,10020000,0.0522030325695247,1299,18426,352968,248
B_SPWA,Scaffold_8__1_contigs__length_23786643,10005001,10020000,0.0542826160884434,1299,8460,155851,2
E_NCCA,Scaffold_8__1_contigs__length_23786643,10020001,10035000,0.0673301210875405,1232,146807,2180406,4
B_SPWA,Scaffold_8__1_contigs__length_23786643,10020001,10035000,0.0686755383564146,1232,10151,147811,2
Salish,Scaffold_8__1_contigs__length_23786643,10020001,10035000,0.0577547183368461,1232,19291,334016,272
Salish,Scaffold_8__1_contigs__length_23786643,10035001,10050000,0.0533675365664408,1376,19327,362149,798
B_SPWA,Scaffold_8__1_contigs__length_23786643,10035001,10050000,0.0584755265949386,1376,9647,164975,10
E_NCCA,Scaffold_8__1_contigs__length_23786643,10035001,10050000,0.0573921720209147,1376,139422,2429286,108
E_NCCA,Scaffold_8__1_contigs__length_23786643,10050001,10065000,0.070049641896532,1495,184727,2637087,158
Salish,Scaffold_8__1_contigs__length_23786643,10050001,10065000,0.0704881440649783,1495,27979,396932,712
B_SPWA,Scaffold_8__1_contigs__length_23786643,10050001,10065000,0.0794498553277843,1495,14251,179371,2
Salish,Scaffold_8__1_contigs__length_23786643,10065001,10080000,0.0823758072698852,1068,24031,291724,136
B_SPWA,Scaffold_8__1_contigs__length_23786643,10065001,10080000,0.0855213744758089,1068,10931,127816,24
E_NCCA,Scaffold_8__1_contigs__length_23786643,10065001,10080000,0.0891570210100997,1068,168273,1887378,52
Salish,Scaffold_8__1_contigs__length_23786643,10080001,10095000,0.0840761106154116,1187,27232,323897,166
B_SPWA,Scaffold_8__1_contigs__length_23786643,10080001,10095000,0.0932059179253508,1187,13255,142212,16
E_NCCA,Scaffold_8__1_contigs__length_23786643,10080001,10095000,0.0880321203235095,1187,184745,2098609,42
Salish,Scaffold_8__1_contigs__length_23786643,10095001,10110000,0.0838613954620725,1600,36513,435397,286
E_NCCA,Scaffold_8__1_contigs__length_23786643,10095001,10110000,0.0765137373638923,1600,216669,2831766,4
B_SPWA,Scaffold_8__1_contigs__length_23786643,10095001,10110000,0.0930015389832276,1600,17827,191685,22
B_SPWA,Scaffold_8__1_contigs__length_23786643,10110001,10125000,0.1145241312442624,1621,22206,193898,44
E_NCCA,Scaffold_8__1_contigs__length_23786643,10110001,10125000,0.1130149495570307,1621,323633,2863630,96
Salish,Scaffold_8__1_contigs__length_23786643,10110001,10125000,0.1152047075476834,1621,50785,440824,296
E_NCCA,Scaffold_8__1_contigs__length_23786643,10125001,10140000,0.0995120513492271,1382,243096,2442880,56
B_SPWA,Scaffold_8__1_contigs__length_23786643,10125001,10140000,0.1104076123143227,1382,18240,165206,44
Salish,Scaffold_8__1_contigs__length_23786643,10125001,10140000,0.0980067548715059,1382,36882,376321,230
B_SPWA,Scaffold_8__1_contigs__length_23786643,10140001,10155000,0.0546594615805953,1022,6686,122321,22
E_NCCA,Scaffold_8__1_contigs__length_23786643,10140001,10155000,0.0464674031786208,1022,84008,1807891,18
Salish,Scaffold_8__1_contigs__length_23786643,10140001,10155000,0.0573906591605706,1022,15934,277641,198
B_SPWA,Scaffold_8__1_contigs__length_23786643,10155001,10170000,0.025840585520781702,1064,3287,127203,34
E_NCCA,Scaffold_8__1_contigs__length_23786643,10155001,10170000,0.0283082239827354,1064,53309,1883163,2
Salish,Scaffold_8__1_contigs__length_23786643,10155001,10170000,0.023402531784606,1064,6818,291336,104
B_SPWA,Scaffold_8__1_contigs__length_23786643,10170001,10185000,0.0609543775942359,1384,10118,165993,6
Salish,Scaffold_8__1_contigs__length_23786643,10170001,10185000,0.0587896423480488,1384,21941,373212,392
E_NCCA,Scaffold_8__1_contigs__length_23786643,10170001,10185000,0.0673195243054913,1384,163850,2433915,274
B_SPWA,Scaffold_8__1_contigs__length_23786643,10185001,10200000,0.0588449681857526,1647,11625,197553,6
E_NCCA,Scaffold_8__1_contigs__length_23786643,10185001,10200000,0.0571337089328838,1647,166483,2913919,22
Salish,Scaffold_8__1_contigs__length_23786643,10185001,10200000,0.0639830904334828,1647,27395,428160,1192
Salish,Scaffold_8__1_contigs__length_23786643,10200001,10215000,0.076102085977569,1587,32258,423878,636
E_NCCA,Scaffold_8__1_contigs__length_23786643,10200001,10215000,0.0783634195426373,1587,219809,2804995,70
B_SPWA,Scaffold_8__1_contigs__length_23786643,10200001,10215000,0.0741246833513775,1587,14104,190274,12
Salish,Scaffold_8__1_contigs__length_23786643,10215001,10230000,0.1031162519642429,1407,39635,384372,176
E_NCCA,Scaffold_8__1_contigs__length_23786643,10215001,10230000,0.0833196528394856,1407,206566,2479199,198
B_SPWA,Scaffold_8__1_contigs__length_23786643,10215001,10230000,0.0942390981904479,1407,15884,168550,20
E_NCCA,Scaffold_8__1_contigs__length_23786643,10230001,10245000,0.0662583360355213,1650,193097,2914305,110
B_SPWA,Scaffold_8__1_contigs__length_23786643,10230001,10245000,0.0693838996620717,1650,13736,197971,2
Salish,Scaffold_8__1_contigs__length_23786643,10230001,10245000,0.0702840397359895,1650,31371,446346,404
Salish,Scaffold_8__1_contigs__length_23786643,10245001,10260000,0.0709533187842657,1375,26660,375740,168
B_SPWA,Scaffold_8__1_contigs__length_23786643,10245001,10260000,0.0700244285359245,1375,11552,164971,2
E_NCCA,Scaffold_8__1_contigs__length_23786643,10245001,10260000,0.0689934823122068,1375,166744,2416808,292
Salish,Scaffold_8__1_contigs__length_23786643,10260001,10275000,0.0809385014418173,1424,31268,386318,300
E_NCCA,Scaffold_8__1_contigs__length_23786643,10260001,10275000,0.076839969024752,1424,193593,2519431,18
B_SPWA,Scaffold_8__1_contigs__length_23786643,10260001,10275000,0.0769545880149812,1424,13150,170880,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,10275001,10290000,0.0619363553295459,840,6236,100684,8
E_NCCA,Scaffold_8__1_contigs__length_23786643,10275001,10290000,0.0597909421768592,840,88632,1482365,78
Salish,Scaffold_8__1_contigs__length_23786643,10275001,10290000,0.0600910832016804,840,13617,226606,236
B_SPWA,Scaffold_8__1_contigs__length_23786643,10290001,10305000,0.0429687184498954,1032,5320,123811,2
E_NCCA,Scaffold_8__1_contigs__length_23786643,10290001,10305000,0.041637826803112,1032,76038,1826176,8
Salish,Scaffold_8__1_contigs__length_23786643,10290001,10305000,0.0434385584896845,1032,12273,282537,102
B_SPWA,Scaffold_8__1_contigs__length_23786643,10305001,10320000,0.0577387204631285,1040,7201,124717,6
E_NCCA,Scaffold_8__1_contigs__length_23786643,10305001,10320000,0.0521118897389105,1040,95863,1839561,22
Salish,Scaffold_8__1_contigs__length_23786643,10305001,10320000,0.05564337205923,1040,15700,282154,220
Salish,Scaffold_8__1_contigs__length_23786643,10320001,10335000,0.0577012620261354,1211,19084,330738,156
B_SPWA,Scaffold_8__1_contigs__length_23786643,10320001,10335000,0.059482087897712,1211,8639,145237,6
E_NCCA,Scaffold_8__1_contigs__length_23786643,10320001,10335000,0.0546810617687336,1211,117113,2141747,30
Salish,Scaffold_8__1_contigs__length_23786643,10335001,10350000,0.051704698577172,1327,18802,363642,116
B_SPWA,Scaffold_8__1_contigs__length_23786643,10335001,10350000,0.0525786479776234,1327,8365,159095,10
E_NCCA,Scaffold_8__1_contigs__length_23786643,10335001,10350000,0.0556677901491555,1327,130612,2346276,44
B_SPWA,Scaffold_8__1_contigs__length_23786643,10350001,10365000,0.0305080484757066,1135,4126,135243,66
E_NCCA,Scaffold_8__1_contigs__length_23786643,10350001,10365000,0.0280616137709411,1135,56271,2005266,64
Salish,Scaffold_8__1_contigs__length_23786643,10350001,10365000,0.0320981695923405,1135,9843,306653,294
Salish,Scaffold_8__1_contigs__length_23786643,10365001,10380000,0.0871367342671963,1405,33342,382640,232
B_SPWA,Scaffold_8__1_contigs__length_23786643,10365001,10380000,0.0865136323972005,1405,14574,168459,10
E_NCCA,Scaffold_8__1_contigs__length_23786643,10365001,10380000,0.0817354309214082,1405,202646,2479292,132
E_NCCA,Scaffold_8__1_contigs__length_23786643,10380001,10395000,0.0896315345661526,1628,256487,2861571,346
B_SPWA,Scaffold_8__1_contigs__length_23786643,10380001,10395000,0.0956258342745661,1628,18626,194780,40
Salish,Scaffold_8__1_contigs__length_23786643,10380001,10395000,0.0919991068941784,1628,39968,434439,698
E_NCCA,Scaffold_8__1_contigs__length_23786643,10395001,10410000,0.0817761842377439,1265,182644,2233462,96
Salish,Scaffold_8__1_contigs__length_23786643,10395001,10410000,0.0794083981138175,1265,27264,343339,258
B_SPWA,Scaffold_8__1_contigs__length_23786643,10395001,10410000,0.0780723114181827,1265,11831,151539,18
B_SPWA,Scaffold_8__1_contigs__length_23786643,10410001,10425000,0.0856092498563504,1436,14601,170554,124
E_NCCA,Scaffold_8__1_contigs__length_23786643,10410001,10425000,0.0723916431133187,1436,183822,2539271,42
Salish,Scaffold_8__1_contigs__length_23786643,10410001,10425000,0.0804342883128694,1436,31130,387024,416
Salish,Scaffold_8__1_contigs__length_23786643,10425001,10440000,0.064255818567307,1534,26882,418359,226
B_SPWA,Scaffold_8__1_contigs__length_23786643,10425001,10440000,0.0744819638624948,1534,13702,183964,8
E_NCCA,Scaffold_8__1_contigs__length_23786643,10425001,10440000,0.0704756331346031,1534,191240,2713562,28
E_NCCA,Scaffold_8__1_contigs__length_23786643,10440001,10455000,0.0627520134414049,1658,182410,2906839,490
B_SPWA,Scaffold_8__1_contigs__length_23786643,10440001,10455000,0.0648796459906609,1658,12741,196379,178
Salish,Scaffold_8__1_contigs__length_23786643,10440001,10455000,0.0561126138904462,1658,25121,447689,446
B_SPWA,Scaffold_8__1_contigs__length_23786643,10455001,10470000,0.0499884436911443,1415,8435,168739,74
E_NCCA,Scaffold_8__1_contigs__length_23786643,10455001,10470000,0.0491228295108791,1415,122604,2495866,152
Salish,Scaffold_8__1_contigs__length_23786643,10455001,10470000,0.0471224047302641,1415,17517,371734,852
E_NCCA,Scaffold_8__1_contigs__length_23786643,10470001,10485000,0.064243869732345,1600,180902,2815864,280
B_SPWA,Scaffold_8__1_contigs__length_23786643,10470001,10485000,0.0657398127812013,1600,12332,187588,312
Salish,Scaffold_8__1_contigs__length_23786643,10470001,10485000,0.06178874225294,1600,26659,431454,452
B_SPWA,Scaffold_8__1_contigs__length_23786643,10485001,10500000,0.088947733981594,1551,16392,184288,128
E_NCCA,Scaffold_8__1_contigs__length_23786643,10485001,10500000,0.0937669783416595,1551,254909,2718537,466
Salish,Scaffold_8__1_contigs__length_23786643,10485001,10500000,0.0769907371186203,1551,32474,421791,282
E_NCCA,Scaffold_8__1_contigs__length_23786643,10500001,10515000,0.0496569880610995,1092,95742,1928067,82
B_SPWA,Scaffold_8__1_contigs__length_23786643,10500001,10515000,0.0530260817793925,1092,6947,131011,2
Salish,Scaffold_8__1_contigs__length_23786643,10500001,10515000,0.0509960992859938,1092,15113,296356,224
E_NCCA,Scaffold_8__1_contigs__length_23786643,10515001,10530000,0.0770383402988094,1409,191873,2490617,58
B_SPWA,Scaffold_8__1_contigs__length_23786643,10515001,10530000,0.0756426110237354,1409,12601,166586,172
Salish,Scaffold_8__1_contigs__length_23786643,10515001,10530000,0.0702532435778718,1409,27009,384452,200
Salish,Scaffold_8__1_contigs__length_23786643,10530001,10545000,0.0896563038306947,1463,36069,402303,66
E_NCCA,Scaffold_8__1_contigs__length_23786643,10530001,10545000,0.0847888601592234,1463,219279,2586177,58
B_SPWA,Scaffold_8__1_contigs__length_23786643,10530001,10545000,0.084821937809413,1463,14872,175332,16
Salish,Scaffold_8__1_contigs__length_23786643,10545001,10560000,0.101976352568468,1595,43874,430237,454
B_SPWA,Scaffold_8__1_contigs__length_23786643,10545001,10560000,0.1047608588790227,1595,20033,191226,12
E_NCCA,Scaffold_8__1_contigs__length_23786643,10545001,10560000,0.1045195350896707,1595,294114,2813962,160
Salish,Scaffold_8__1_contigs__length_23786643,10560001,10575000,0.0782466735050637,1543,32496,415302,476
E_NCCA,Scaffold_8__1_contigs__length_23786643,10560001,10575000,0.0759157611161231,1543,205826,2711242,352
B_SPWA,Scaffold_8__1_contigs__length_23786643,10560001,10575000,0.0864500140683505,1543,15977,184812,24
B_SPWA,Scaffold_8__1_contigs__length_23786643,10575001,10590000,0.0289416438097039,1234,4284,148022,4
Salish,Scaffold_8__1_contigs__length_23786643,10575001,10590000,0.0368104565528509,1234,11986,325614,692
E_NCCA,Scaffold_8__1_contigs__length_23786643,10575001,10590000,0.0338638076430107,1234,73872,2181444,48
Salish,Scaffold_8__1_contigs__length_23786643,10590001,10605000,0.0547338648721137,1545,22448,410130,740
B_SPWA,Scaffold_8__1_contigs__length_23786643,10590001,10605000,0.0509251651493739,1545,9297,182562,196
E_NCCA,Scaffold_8__1_contigs__length_23786643,10590001,10605000,0.0570222002464519,1545,154418,2708033,466
E_NCCA,Scaffold_8__1_contigs__length_23786643,10605001,10620000,0.0817697673753802,1466,211672,2588634,108
B_SPWA,Scaffold_8__1_contigs__length_23786643,10605001,10620000,0.0854714496628227,1466,14994,175427,34
Salish,Scaffold_8__1_contigs__length_23786643,10605001,10620000,0.0801734962331087,1466,32181,401392,144
Salish,Scaffold_8__1_contigs__length_23786643,10620001,10635000,0.0550541733065336,1381,20625,374631,290
B_SPWA,Scaffold_8__1_contigs__length_23786643,10620001,10635000,0.055647123459697,1381,9217,165633,6
E_NCCA,Scaffold_8__1_contigs__length_23786643,10620001,10635000,0.0506608281396249,1381,123676,2441255,54
E_NCCA,Scaffold_8__1_contigs__length_23786643,10635001,10650000,0.0675076908689267,1504,179020,2651846,180
B_SPWA,Scaffold_8__1_contigs__length_23786643,10635001,10650000,0.0732443898626772,1504,13121,179140,104
Salish,Scaffold_8__1_contigs__length_23786643,10635001,10650000,0.0573022077716484,1504,23528,410595,202
E_NCCA,Scaffold_8__1_contigs__length_23786643,10650001,10665000,0.0400180928280939,1542,109087,2725942,60
Salish,Scaffold_8__1_contigs__length_23786643,10650001,10665000,0.0366752915390721,1542,15294,417011,394
B_SPWA,Scaffold_8__1_contigs__length_23786643,10650001,10665000,0.039134995998356,1542,7237,184924,8
Salish,Scaffold_8__1_contigs__length_23786643,10665001,10680000,0.0554232190080142,1503,21964,396296,840
B_SPWA,Scaffold_8__1_contigs__length_23786643,10665001,10680000,0.0592095757804772,1503,10655,179954,28
E_NCCA,Scaffold_8__1_contigs__length_23786643,10665001,10680000,0.0553234060216249,1503,146878,2654898,96
B_SPWA,Scaffold_8__1_contigs__length_23786643,10680001,10695000,0.0761301678936102,1118,10207,134073,6
E_NCCA,Scaffold_8__1_contigs__length_23786643,10680001,10695000,0.0714831525721526,1118,141257,1976088,48
Salish,Scaffold_8__1_contigs__length_23786643,10680001,10695000,0.0774201131655331,1118,23712,306277,102
E_NCCA,Scaffold_8__1_contigs__length_23786643,10695001,10710000,0.0336237661061645,1332,79257,2357172,8
Salish,Scaffold_8__1_contigs__length_23786643,10695001,10710000,0.0369182939862042,1332,12920,349962,796
B_SPWA,Scaffold_8__1_contigs__length_23786643,10695001,10710000,0.0361480515899377,1332,5768,159566,20
B_SPWA,Scaffold_8__1_contigs__length_23786643,10710001,10725000,0.0251880383355574,1101,3322,131888,16
E_NCCA,Scaffold_8__1_contigs__length_23786643,10710001,10725000,0.0274498429759559,1101,53283,1941104,140
Salish,Scaffold_8__1_contigs__length_23786643,10710001,10725000,0.032450620433453,1101,9731,299871,178
B_SPWA,Scaffold_8__1_contigs__length_23786643,10725001,10740000,0.0281168265039232,1147,3870,137640,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,10725001,10740000,0.0326879870822379,1147,66359,2030073,2
Salish,Scaffold_8__1_contigs__length_23786643,10725001,10740000,0.0311503856041131,1147,9694,311200,240
Salish,Scaffold_8__1_contigs__length_23786643,10740001,10755000,0.047598350461478,1431,18179,381925,582
B_SPWA,Scaffold_8__1_contigs__length_23786643,10740001,10755000,0.0428320299952694,1431,7334,171227,34
E_NCCA,Scaffold_8__1_contigs__length_23786643,10740001,10755000,0.0575461248923811,1431,145578,2529762,56
B_SPWA,Scaffold_8__1_contigs__length_23786643,10755001,10770000,0.0333997343957503,1255,5030,150600,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,10755001,10770000,0.0386800819321583,1255,85922,2221350,0
Salish,Scaffold_8__1_contigs__length_23786643,10755001,10770000,0.0324244570696308,1255,11032,340237,278
Salish,Scaffold_8__1_contigs__length_23786643,10770001,10785000,0.014433516413335,1319,5085,352305,534
B_SPWA,Scaffold_8__1_contigs__length_23786643,10770001,10785000,0.017997003660086,1319,2847,158193,6
E_NCCA,Scaffold_8__1_contigs__length_23786643,10770001,10785000,0.0148102296093214,1319,34573,2334400,4
Salish,Scaffold_8__1_contigs__length_23786643,10785001,10800000,0.0258258848717717,1338,9457,366183,138
E_NCCA,Scaffold_8__1_contigs__length_23786643,10785001,10800000,0.0252673183023234,1338,59825,2367683,10
B_SPWA,Scaffold_8__1_contigs__length_23786643,10785001,10800000,0.0288614848031888,1338,4634,160560,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,10800001,10815000,0.0381566400923477,1207,81513,2136273,2
B_SPWA,Scaffold_8__1_contigs__length_23786643,10800001,10815000,0.0407603438268704,1207,5899,144724,8
Salish,Scaffold_8__1_contigs__length_23786643,10800001,10815000,0.0397700669425357,1207,12571,316092,776
E_NCCA,Scaffold_8__1_contigs__length_23786643,10815001,10830000,0.0424451702500238,1175,88084,2075242,80
B_SPWA,Scaffold_8__1_contigs__length_23786643,10815001,10830000,0.0481530904857897,1175,6784,140884,8
Salish,Scaffold_8__1_contigs__length_23786643,10815001,10830000,0.0464174435298321,1175,14808,319018,236
Salish,Scaffold_8__1_contigs__length_23786643,10830001,10845000,0.1273148148148148,222,7755,60912,16
B_SPWA,Scaffold_8__1_contigs__length_23786643,10830001,10845000,0.1088588588588588,222,2900,26640,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,10830001,10845000,0.1116752580649328,222,43220,387015,106
B_SPWA,Scaffold_8__1_contigs__length_23786643,10845001,10860000,0.1237955848274179,141,2030,16398,36
E_NCCA,Scaffold_8__1_contigs__length_23786643,10845001,10860000,0.1304541030090143,141,30825,236290,232
Salish,Scaffold_8__1_contigs__length_23786643,10845001,10860000,0.1437455031349573,141,5594,38916,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,10860001,10875000,0.146595744680851,44,689,4700,40
E_NCCA,Scaffold_8__1_contigs__length_23786643,10860001,10875000,0.1506016208115697,44,10351,68731,162
Salish,Scaffold_8__1_contigs__length_23786643,10860001,10875000,0.1585702062933739,44,1668,10519,74
B_SPWA,Scaffold_8__1_contigs__length_23786643,10875001,10890000,0.26,10,312,1200,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,10875001,10890000,0.2526438796377446,10,4324,17115,10
Salish,Scaffold_8__1_contigs__length_23786643,10875001,10890000,0.2648550724637681,10,731,2760,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,10890001,10905000,NA,0,NA,NA,NA
Salish,Scaffold_8__1_contigs__length_23786643,10890001,10905000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,10890001,10905000,NA,0,NA,NA,NA
Salish,Scaffold_8__1_contigs__length_23786643,10905001,10920000,0,2,0,552,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,10905001,10920000,0,2,0,182,4
E_NCCA,Scaffold_8__1_contigs__length_23786643,10905001,10920000,0.1369671558350803,2,392,2862,12
B_SPWA,Scaffold_8__1_contigs__length_23786643,10920001,10935000,0.1011034128817038,39,394,3897,54
E_NCCA,Scaffold_8__1_contigs__length_23786643,10920001,10935000,0.1291322613356511,39,8914,69030,0
Salish,Scaffold_8__1_contigs__length_23786643,10920001,10935000,0.1286696395392047,39,1385,10764,0
Salish,Scaffold_8__1_contigs__length_23786643,10935001,10950000,0.108695652173913,3,90,828,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,10935001,10950000,0.0845921450151057,3,28,331,2
E_NCCA,Scaffold_8__1_contigs__length_23786643,10935001,10950000,0.1055206149545772,3,453,4293,18
Salish,Scaffold_8__1_contigs__length_23786643,10950001,10965000,NA,0,NA,NA,NA
B_SPWA,Scaffold_8__1_contigs__length_23786643,10950001,10965000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,10950001,10965000,NA,0,NA,NA,NA
Salish,Scaffold_8__1_contigs__length_23786643,10965001,10980000,0.2004830917874396,3,166,828,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,10965001,10980000,0.1225165562913907,3,37,302,4
E_NCCA,Scaffold_8__1_contigs__length_23786643,10965001,10980000,0.1911487758945386,3,1015,5310,0
Salish,Scaffold_8__1_contigs__length_23786643,10980001,10995000,0.0833333333333333,1,23,276,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,10980001,10995000,0,1,0,120,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,10980001,10995000,0,1,0,1770,0
Salish,Scaffold_8__1_contigs__length_23786643,10995001,11010000,NA,0,NA,NA,NA
B_SPWA,Scaffold_8__1_contigs__length_23786643,10995001,11010000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,10995001,11010000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,11010001,11025000,0.1751499308011687,4,1139,6503,10
B_SPWA,Scaffold_8__1_contigs__length_23786643,11010001,11025000,0.1625,4,78,480,0
Salish,Scaffold_8__1_contigs__length_23786643,11010001,11025000,0.1875,4,207,1104,0
Salish,Scaffold_8__1_contigs__length_23786643,11025001,11040000,0.2226751207729468,24,1475,6624,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,11025001,11040000,0.2385416666666666,24,687,2880,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,11025001,11040000,0.2118974309631482,24,8809,41572,16
B_SPWA,Scaffold_8__1_contigs__length_23786643,11040001,11055000,NA,0,NA,NA,NA
Salish,Scaffold_8__1_contigs__length_23786643,11040001,11055000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,11040001,11055000,NA,0,NA,NA,NA
Salish,Scaffold_8__1_contigs__length_23786643,11055001,11070000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,11055001,11070000,NA,0,NA,NA,NA
B_SPWA,Scaffold_8__1_contigs__length_23786643,11055001,11070000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,11070001,11085000,NA,0,NA,NA,NA
B_SPWA,Scaffold_8__1_contigs__length_23786643,11070001,11085000,NA,0,NA,NA,NA
Salish,Scaffold_8__1_contigs__length_23786643,11070001,11085000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,11085001,11100000,NA,0,NA,NA,NA
B_SPWA,Scaffold_8__1_contigs__length_23786643,11085001,11100000,NA,0,NA,NA,NA
Salish,Scaffold_8__1_contigs__length_23786643,11085001,11100000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,11100001,11115000,0.2141242937853107,3,1137,5310,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,11100001,11115000,0.3416666666666667,3,123,360,0
Salish,Scaffold_8__1_contigs__length_23786643,11100001,11115000,0.2004830917874396,3,166,828,0
B_SPWA,Scaffold_8__1_contigs__length_23786643,11115001,11130000,NA,0,NA,NA,NA
Salish,Scaffold_8__1_contigs__length_23786643,11115001,11130000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,11115001,11130000,NA,0,NA,NA,NA
B_SPWA,Scaffold_8__1_contigs__length_23786643,11130001,11145000,0.1481481481481481,5,76,513,6
Salish,Scaffold_8__1_contigs__length_23786643,11130001,11145000,0.1471014492753623,5,203,1380,0
E_NCCA,Scaffold_8__1_contigs__length_23786643,11130001,11145000,0.1016355140186915,5,783,7704,20
Salish,Scaffold_8__1_contigs__length_23786643,11145001,11160000,NA,0,NA,NA,NA
B_SPWA,Scaffold_8__1_contigs__length_23786643,11145001,11160000,NA,0,NA,NA,NA
E_NCCA,Scaffold_8__1_contigs__length_23786643,11145001,11160000,NA,0,NA,NA,NA
